PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
56.92,0.93,20.38,99.36,0.3,46.97,0.0,1014.2,11,2,3,3,1,0
56.92,0.94,20.46,99.35,0.28,52.62,0.0,1014.2,11,2,3,3,1,0
55.41,0.94,20.41,99.35,0.29,44.33,0.0,1014.2,11,2,3,3,1,0
52.54,0.95,20.32,99.35,0.29,56.92,0.0,1014.2,11,2,3,3,1,0
52.54,0.96,20.16,99.36,0.28,60.49,0.0,1014.2,11,2,4,3,1,0
52.54,0.97,20.11,99.36,0.34,60.22,0.0,1014.3,11,2,4,3,1,0
51.31,0.98,20.01,99.36,0.29,52.27,0.0,1014.4,11,2,4,3,1,0
48.95,0.99,20.08,99.36,0.27,40.44,0.0,1014.5,11,2,4,3,1,0
48.95,0.98,20.33,98.61,0.28,353.82,0.0,1014.8,11,2,5,3,1,0
48.95,0.98,20.42,97.29,0.28,345.65,0.0,1014.9,11,2,5,3,1,0
50.07,0.95,20.4,98.31,0.24,22.36,0.0,1015.1,11,2,5,3,1,0
52.19,0.9,20.43,98.17,0.27,54.17,0.0,1015.3,11,2,5,3,1,0
52.19,0.89,20.35,98.84,0.21,39.74,0.0,1015.5,11,2,6,3,1,0
52.19,0.93,20.44,98.87,0.26,34.02,0.0,1015.7,11,2,6,3,1,0
52.41,0.96,20.8,97.78,0.26,29.27,0.0,1015.8,11,2,6,3,1,0
52.83,0.98,21.13,97.13,0.23,14.59,0.0,1016.0,11,2,6,3,1,0
52.83,0.99,21.6,95.15,0.24,13.52,0.0,1016.3,11,2,7,3,1,0
52.83,0.95,22.16,90.75,0.27,13.59,0.0,1016.4,11,2,7,3,1,0
54.71,0.87,22.76,88.39,0.41,24.59,0.0,1016.5,11,2,7,3,1,0
58.29,0.9,23.22,88.2,0.33,16.46,0.0,1016.7,11,2,7,3,1,0
58.29,0.84,23.7,84.76,0.73,26.88,0.0,1016.9,11,2,8,3,1,0
58.29,0.82,24.12,82.52,0.41,21.87,0.2,1016.9,11,2,8,3,1,0
57.35,0.8,24.51,81.02,0.52,22.41,0.0,1017.0,11,2,8,3,1,0
55.54,0.79,25.05,79.36,0.37,20.27,0.0,1017.0,11,2,8,3,1,0
55.54,0.79,24.66,84.07,0.03,21.11,0.0,1017.1,11,2,9,3,1,0
55.54,0.78,25.11,81.67,0.21,25.84,0.0,1017.0,11,2,9,3,1,0
53.47,0.75,25.7,77.93,0.35,17.76,0.0,1016.9,11,2,9,3,1,0
49.53,0.73,25.71,80.26,0.38,19.43,0.0,1016.8,11,2,9,3,1,0
49.53,0.63,26.03,77.86,0.21,13.15,0.0,1016.6,11,2,10,3,1,0
49.53,0.53,26.59,72.67,0.48,27.25,0.0,1016.4,11,2,10,3,1,0
47.34,0.36,27.1,69.03,0.32,29.53,0.0,1016.1,11,2,10,3,1,0
43.17,0.39,26.84,72.44,0.11,29.17,0.0,1015.9,11,2,10,3,1,0
43.17,0.41,27.7,64.99,0.73,35.22,0.0,1015.6,11,2,11,3,1,0
43.17,0.38,27.49,64.31,0.5,30.73,0.0,1015.4,11,2,11,3,1,0
43.01,0.39,28.17,60.83,0.71,26.19,0.0,1015.2,11,2,11,3,1,0
42.69,0.37,28.02,62.13,0.66,32.44,0.0,1014.9,11,2,11,3,1,0
42.69,0.02,28.58,59.09,0.38,27.9,0.0,1014.6,11,2,12,3,1,0
41.65,0.33,28.56,56.41,0.56,23.53,0.0,1014.2,11,2,12,3,1,0
39.68,0.39,27.46,63.19,1.04,30.34,0.0,1013.9,11,2,12,3,1,0
39.68,0.4,28.46,55.02,0.54,31.44,0.0,1013.7,11,2,13,3,1,0
39.68,0.4,29.31,52.6,0.17,85.54,0.0,1013.6,11,2,13,3,1,0
39.08,0.4,29.65,51.06,0.57,19.53,0.0,1013.5,11,2,13,3,1,0
37.92,0.41,28.47,55.81,0.34,8.69,0.0,1013.5,11,2,13,3,1,0
37.92,0.41,28.21,57.19,0.18,3.44,0.0,1013.4,11,2,14,3,1,0
37.92,0.41,28.93,52.64,0.2,72.93,0.0,1013.3,11,2,14,3,1,0
29.05,0.57,26.54,65.17,0.25,3.25,0.0,1013.3,11,2,16,3,0,0
33.09,0.52,26.15,64.14,0.25,14.98,0.0,1013.3,11,2,16,3,1,0
33.09,0.54,25.56,69.03,0.45,11.8,0.0,1013.3,11,2,16,3,1,0
33.09,0.6,24.4,75.26,0.39,3.55,0.0,1013.3,11,2,16,3,1,0
41.18,0.73,24.46,74.92,0.29,6.78,0.0,1013.4,11,2,17,3,1,0
42.3,0.96,24.19,78.96,0.29,5.82,0.0,1013.6,11,2,17,3,1,0
42.3,0.98,24.03,79.03,0.29,3.02,0.0,1013.7,11,2,17,3,1,0
42.3,1.0,23.77,81.93,0.29,7.7,0.0,1013.9,11,2,17,3,1,0
40.53,1.01,23.57,83.75,0.29,5.72,0.0,1014.1,11,2,18,3,1,1
40.28,1.05,23.43,84.3,0.29,4.27,0.0,1014.3,11,2,18,3,1,1
40.28,1.06,23.3,84.07,0.29,4.75,0.0,1014.5,11,2,18,3,1,1
40.28,1.05,23.2,82.96,0.29,4.05,0.0,1014.7,11,2,18,3,1,1
42.34,1.02,23.15,85.07,0.29,4.96,0.0,1014.9,11,2,19,3,1,1
42.62,1.25,23.18,85.24,0.29,2.32,0.0,1015.1,11,2,19,3,1,1
42.62,1.48,23.01,86.46,0.29,4.91,0.0,1015.3,11,2,19,3,1,1
42.62,1.48,22.72,89.16,0.29,5.01,0.0,1015.4,11,2,19,3,1,1
47.17,1.51,22.65,88.72,0.38,2.63,0.0,1015.5,11,2,20,3,1,1
47.8,1.43,22.38,90.79,0.39,4.44,0.0,1015.5,11,2,20,3,1,1
47.8,1.47,22.38,89.89,0.34,3.44,0.0,1015.5,11,2,20,3,1,1
47.8,1.52,22.21,91.12,0.53,4.33,0.0,1015.5,11,2,20,3,1,1
49.51,1.48,22.13,90.75,0.32,1.3,0.0,1015.6,11,2,21,3,1,1
49.75,1.45,22.1,88.96,0.29,3.3,0.0,1015.7,11,2,21,3,1,1
49.75,1.45,21.98,89.06,0.29,4.93,0.0,1015.7,11,2,21,3,1,1
49.75,1.48,21.74,91.95,0.29,3.72,0.0,1015.8,11,2,21,3,1,1
45.33,1.49,21.71,91.3,0.29,2.01,0.0,1015.7,11,2,22,3,1,1
44.72,1.49,21.59,91.57,0.29,3.29,0.0,1015.7,11,2,22,3,1,1
44.72,1.48,21.52,90.48,0.29,1.35,0.0,1015.8,11,2,22,3,1,1
44.72,1.44,21.38,91.43,0.33,0.26,0.0,1015.8,11,2,22,3,1,1
51.29,1.4,21.41,90.34,0.32,5.59,0.0,1015.7,11,2,23,3,1,1
52.21,1.35,21.34,91.36,0.35,7.98,0.0,1015.7,11,2,23,3,1,1
52.21,1.31,21.28,90.97,0.28,0.16,0.0,1015.5,11,2,23,3,1,1
54.66,1.16,21.54,90.38,0.28,359.27,0.0,1015.2,11,3,0,3,1,1
55.0,1.2,21.78,88.55,0.26,358.73,0.0,1015.2,11,3,0,3,1,1
55.0,1.15,21.92,87.61,0.28,8.44,0.0,1015.1,11,3,0,3,1,1
55.0,1.13,21.93,87.61,0.29,3.96,0.2,1015.0,11,3,0,3,1,1
58.19,1.06,22.06,85.86,0.27,55.61,0.0,1014.9,11,3,1,3,1,1
58.63,1.06,22.12,86.04,0.28,81.95,0.0,1014.8,11,3,1,3,1,1
58.63,1.05,22.0,88.26,0.27,75.6,0.0,1014.6,11,3,1,3,1,1
58.63,1.05,21.79,90.16,0.27,73.83,0.0,1014.5,11,3,1,3,1,1
59.14,1.02,21.76,90.27,0.28,67.01,0.0,1014.5,11,3,2,3,1,1
59.21,1.02,21.5,91.92,0.26,61.0,0.0,1014.5,11,3,2,3,1,1
59.21,1.0,21.18,93.34,0.28,55.74,0.0,1014.5,11,3,2,3,1,0
59.21,0.98,20.87,95.34,0.26,90.94,0.0,1014.5,11,3,2,3,1,0
61.91,0.95,20.68,96.38,0.31,53.59,0.0,1014.7,11,3,3,3,2,0
62.28,0.95,20.73,95.53,0.28,57.27,0.0,1014.8,11,3,3,3,2,0
62.28,0.96,20.7,95.65,0.27,37.07,0.0,1014.7,11,3,3,3,2,0
62.28,0.95,20.55,97.14,0.23,357.29,0.0,1014.8,11,3,3,3,2,0
58.26,0.95,20.56,96.73,0.21,29.62,0.0,1014.8,11,3,4,3,1,0
57.7,0.95,20.49,97.7,0.27,37.19,0.0,1014.9,11,3,4,3,1,0
57.7,0.97,20.31,98.45,0.22,45.46,0.0,1014.8,11,3,4,3,1,0
57.7,0.98,20.19,99.03,0.24,22.17,0.0,1015.0,11,3,4,3,1,0
60.93,0.98,20.16,99.13,0.22,57.69,0.0,1015.2,11,3,5,3,2,0
61.38,0.99,20.19,98.96,0.27,51.4,0.0,1015.5,11,3,5,3,2,0
61.38,1.0,20.21,99.17,0.25,24.7,0.0,1015.7,11,3,5,3,2,0
61.38,0.99,20.17,98.98,0.28,51.86,0.0,1015.8,11,3,5,3,2,0
62.5,0.96,20.27,98.35,0.29,56.54,0.0,1016.0,11,3,6,3,2,0
62.65,0.99,20.51,97.69,0.28,24.85,0.0,1016.2,11,3,6,3,2,0
62.65,1.0,20.85,94.33,0.28,346.81,0.0,1016.3,11,3,6,3,2,0
62.65,1.0,21.21,92.56,0.28,331.62,0.0,1016.5,11,3,6,3,2,0
64.62,1.0,21.61,90.59,0.28,4.31,0.0,1016.6,11,3,7,3,2,0
64.89,0.99,22.24,85.75,0.25,28.9,0.0,1016.7,11,3,7,3,2,0
64.89,0.99,22.89,81.29,0.27,16.51,0.0,1016.8,11,3,7,3,2,0
64.89,0.97,23.6,76.03,0.46,43.14,0.0,1016.9,11,3,7,3,2,0
71.27,0.93,24.1,74.41,0.43,24.0,0.0,1016.9,11,3,8,3,2,0
72.16,0.79,24.62,74.54,0.29,26.04,0.0,1017.2,11,3,8,3,2,0
72.16,0.73,25.09,74.06,0.47,22.01,0.0,1017.3,11,3,8,3,2,0
72.16,0.74,25.03,74.1,0.96,36.98,0.0,1017.4,11,3,8,3,2,0
67.03,0.67,25.64,69.46,0.41,31.18,0.0,1017.4,11,3,9,3,2,0
66.32,0.64,26.07,67.47,0.7,25.89,0.0,1017.3,11,3,9,3,2,0
66.32,0.65,26.22,67.39,0.51,12.3,0.0,1017.2,11,3,9,3,2,0
66.32,0.65,26.17,64.45,0.69,26.04,0.0,1017.1,11,3,9,3,2,0
63.55,0.62,26.93,57.42,0.56,24.8,0.0,1016.8,11,3,10,3,2,0
63.17,0.62,27.29,56.58,0.67,41.44,0.0,1016.6,11,3,10,3,2,0
63.17,0.64,27.54,53.27,1.01,13.89,0.0,1016.3,11,3,10,3,2,0
63.17,0.63,27.42,50.7,1.17,13.16,0.0,1016.1,11,3,10,3,2,0
48.14,0.61,28.11,47.44,0.61,11.54,0.0,1015.8,11,3,11,3,1,0
46.04,0.6,28.41,44.95,1.17,24.44,0.0,1015.5,11,3,11,3,1,0
46.04,0.6,28.67,42.85,0.75,22.94,0.2,1015.2,11,3,11,3,1,0
46.04,0.61,28.9,42.89,0.81,12.23,0.0,1014.9,11,3,11,3,1,0
47.22,0.57,28.99,40.49,1.0,25.88,0.0,1014.6,11,3,12,3,1,0
47.38,0.59,29.14,38.93,0.78,14.32,0.0,1014.2,11,3,12,3,1,0
47.38,0.58,29.26,39.29,0.78,31.63,0.0,1013.9,11,3,12,3,1,0
47.38,0.5,28.99,40.03,0.91,17.63,0.0,1013.7,11,3,12,3,1,0
49.21,0.48,29.34,37.5,1.02,26.48,0.0,1013.6,11,3,13,3,1,0
49.47,0.49,29.6,37.93,0.88,17.59,0.0,1013.3,11,3,13,3,1,0
49.47,0.5,29.78,36.28,0.91,10.73,0.0,1013.3,11,3,13,3,1,0
49.47,0.51,29.11,38.77,0.85,28.15,0.0,1013.2,11,3,13,3,1,0
37.89,0.55,28.23,44.85,0.69,37.1,0.0,1013.1,11,3,14,3,1,0
36.28,0.4,28.75,42.17,0.69,21.62,0.0,1013.1,11,3,14,3,1,0
36.28,0.3,29.45,38.06,0.77,16.4,0.0,1013.0,11,3,14,3,1,0
36.28,0.29,28.86,38.06,0.65,18.29,0.0,1013.0,11,3,14,3,1,0
36.44,0.3,28.05,42.75,0.68,35.59,0.0,1013.0,11,3,15,3,1,0
36.47,0.3,27.57,45.28,0.55,25.21,0.0,1013.0,11,3,15,3,1,0
36.47,0.32,27.74,45.15,0.31,31.12,0.0,1013.0,11,3,15,3,1,0
36.47,0.33,27.37,49.16,0.27,18.56,0.0,1013.0,11,3,15,3,1,0
38.94,0.34,27.0,50.57,0.28,4.19,0.0,1013.0,11,3,16,3,1,0
39.29,0.38,25.22,61.42,0.64,8.51,0.0,1013.1,11,3,16,3,1,0
39.29,0.42,25.18,61.67,0.29,3.75,0.0,1013.1,11,3,16,3,1,0
39.29,0.44,25.01,64.25,0.27,4.36,0.0,1013.2,11,3,16,3,1,0
40.15,0.49,24.55,65.39,0.29,8.65,0.0,1013.3,11,3,17,3,1,0
40.27,0.54,24.12,67.67,0.29,10.44,0.0,1013.6,11,3,17,3,1,0
40.27,0.53,23.86,68.32,0.41,5.59,0.0,1013.6,11,3,17,3,1,0
40.27,0.56,23.55,69.57,0.33,9.29,0.0,1013.8,11,3,17,3,1,0
39.86,0.58,23.38,68.81,0.38,8.57,0.0,1013.9,11,3,18,3,1,0
39.8,0.64,23.05,71.22,0.4,8.76,0.0,1014.1,11,3,18,3,1,0
39.8,0.71,22.84,73.36,0.36,6.77,0.0,1014.3,11,3,18,3,1,0
39.8,0.78,22.71,73.25,0.62,3.59,0.0,1014.4,11,3,18,3,1,0
42.97,0.74,22.42,74.33,0.2,2.52,0.0,1014.7,11,3,19,3,1,0
43.41,0.78,22.23,76.19,0.35,5.37,0.0,1014.8,11,3,19,3,1,0
43.41,0.82,22.03,77.95,0.38,2.56,0.0,1014.9,11,3,19,3,1,0
43.41,0.9,21.97,78.29,0.29,3.1,0.0,1015.1,11,3,19,3,1,0
49.25,0.92,21.82,79.59,0.39,8.22,0.0,1015.3,11,3,20,3,1,0
50.06,0.94,21.67,80.97,0.29,1.65,0.0,1015.4,11,3,20,3,1,0
50.06,0.97,21.61,78.41,0.29,1.67,0.0,1015.4,11,3,20,3,1,0
50.06,0.96,21.43,77.88,0.49,3.93,0.0,1015.5,11,3,20,3,1,0
55.67,0.97,21.14,81.59,0.36,1.53,0.0,1015.6,11,3,21,3,1,0
56.45,0.97,21.03,81.1,0.31,1.28,0.0,1015.7,11,3,21,3,1,0
56.45,1.02,21.05,83.46,0.3,11.94,0.0,1015.7,11,3,21,3,1,1
56.45,1.02,20.9,85.98,0.3,4.32,0.0,1015.7,11,3,21,3,1,1
58.68,1.07,20.83,86.31,0.4,4.77,0.0,1015.7,11,3,22,3,1,1
58.99,1.14,20.76,88.55,0.34,3.29,0.0,1015.6,11,3,22,3,1,1
58.99,1.2,20.63,88.86,0.69,2.53,0.0,1015.7,11,3,22,3,1,1
58.99,1.23,20.81,86.66,0.37,10.12,0.0,1015.7,11,3,22,3,1,1
68.87,1.22,20.83,84.63,0.74,3.59,0.0,1015.6,11,3,23,3,2,1
70.24,1.27,20.81,83.05,0.49,7.36,0.0,1015.6,11,3,23,3,2,1
70.24,1.26,20.71,83.9,0.33,4.06,0.0,1015.5,11,3,23,3,2,1
72.12,1.25,20.56,84.47,0.29,358.77,0.0,1015.2,11,4,0,3,2,1
72.39,1.26,20.51,84.51,0.34,5.34,0.0,1015.1,11,4,0,3,2,1
72.39,1.25,20.2,87.82,0.32,4.66,0.0,1015.1,11,4,0,3,2,1
72.39,1.23,20.01,88.72,0.44,3.07,0.0,1014.9,11,4,0,3,2,1
66.94,1.2,19.87,89.83,0.43,85.52,0.0,1014.8,11,4,1,3,2,1
66.18,1.18,19.87,89.26,0.26,79.36,0.0,1014.8,11,4,1,3,2,1
66.18,1.15,19.66,90.37,0.28,83.58,0.0,1014.6,11,4,1,3,2,1
66.18,1.12,19.52,91.49,0.25,61.69,0.2,1014.7,11,4,1,3,2,1
65.75,1.05,19.76,90.48,0.23,61.23,0.0,1014.7,11,4,2,3,2,1
65.69,1.03,19.6,90.96,0.22,82.66,0.0,1014.5,11,4,2,3,2,1
65.69,1.0,19.46,92.18,0.28,89.47,0.0,1014.5,11,4,2,3,2,0
65.69,0.98,19.47,92.98,0.25,63.52,0.0,1014.5,11,4,2,3,2,0
55.49,0.96,19.44,92.07,0.27,49.92,0.0,1014.5,11,4,3,3,1,0
54.07,0.93,19.4,92.11,0.26,65.65,0.0,1014.4,11,4,3,3,1,0
54.07,0.92,19.25,93.2,0.24,59.75,0.0,1014.4,11,4,3,3,1,0
54.07,0.92,19.11,94.76,0.25,48.76,0.0,1014.5,11,4,3,3,1,0
46.72,0.92,18.98,95.39,0.27,14.99,0.0,1014.5,11,4,4,3,1,0
45.69,0.92,18.9,95.67,0.26,35.3,0.0,1014.5,11,4,4,3,1,0
45.69,0.93,18.89,96.15,0.27,32.09,0.0,1014.6,11,4,4,3,1,0
45.69,0.94,18.92,96.14,0.28,41.44,0.0,1014.7,11,4,4,3,1,0
57.39,0.96,19.1,94.68,0.29,48.3,0.0,1014.8,11,4,5,3,1,0
59.02,0.96,19.17,94.44,0.26,40.38,0.0,1014.9,11,4,5,3,1,0
59.02,0.98,19.1,94.82,0.28,29.11,0.0,1015.1,11,4,5,3,1,0
59.02,1.03,19.23,92.2,0.29,20.74,0.0,1015.2,11,4,5,3,1,1
58.56,1.08,19.55,90.25,0.35,23.27,0.0,1015.4,11,4,6,3,1,1
58.5,1.13,19.88,88.93,0.26,33.83,0.0,1015.4,11,4,6,3,1,1
58.5,1.09,20.15,87.17,0.15,55.65,0.0,1015.7,11,4,6,3,1,1
58.5,1.1,20.47,86.71,0.28,21.55,0.0,1015.8,11,4,6,3,1,1
64.03,1.15,20.86,84.85,0.5,28.97,0.0,1015.9,11,4,7,3,2,1
64.8,1.16,21.16,83.9,0.25,15.79,0.0,1016.0,11,4,7,3,2,1
64.8,1.18,21.6,83.14,0.17,34.96,0.0,1016.2,11,4,7,3,2,1
64.8,1.2,22.17,82.3,0.28,24.27,0.0,1016.4,11,4,7,3,2,1
74.94,1.23,22.75,80.73,0.52,21.46,0.0,1016.6,11,4,8,3,2,1
76.36,1.25,23.33,79.54,0.28,37.13,0.0,1016.7,11,4,8,3,2,1
76.36,1.21,23.71,78.69,0.64,23.27,0.0,1016.8,11,4,8,3,2,1
76.36,1.15,24.32,77.24,0.64,29.68,0.0,1016.9,11,4,8,3,2,1
76.17,1.14,24.84,76.26,0.96,16.4,0.0,1016.9,11,4,9,3,2,1
76.15,1.06,25.32,74.85,1.0,41.5,0.0,1016.8,11,4,9,3,2,1
76.15,1.0,25.76,72.42,0.85,25.7,0.0,1016.7,11,4,9,3,2,0
76.15,0.99,26.32,70.76,0.65,25.56,0.0,1016.7,11,4,9,3,2,0
71.79,1.0,26.36,68.96,0.78,21.45,0.0,1016.5,11,4,10,3,2,0
71.19,0.97,26.72,66.86,0.79,23.03,0.0,1016.2,11,4,10,3,2,0
71.19,0.91,27.13,64.21,0.64,28.09,0.0,1016.0,11,4,10,3,2,0
71.19,0.78,27.42,61.85,0.8,41.36,0.0,1015.7,11,4,10,3,2,0
66.46,0.69,26.95,62.49,1.04,39.22,0.0,1015.4,11,4,11,3,2,0
65.8,0.66,27.9,56.81,0.88,7.9,0.0,1015.2,11,4,11,3,2,0
65.8,0.61,28.13,53.13,0.93,21.39,0.0,1014.8,11,4,11,3,2,0
65.8,0.59,28.35,50.68,0.94,25.61,0.0,1014.5,11,4,11,3,2,0
58.64,0.56,28.47,49.43,1.14,21.51,0.0,1014.2,11,4,12,3,1,0
57.65,0.55,28.73,46.88,1.0,14.53,0.0,1014.0,11,4,12,3,1,0
57.65,0.55,28.55,48.45,0.83,25.79,0.0,1013.9,11,4,12,3,1,0
57.65,0.56,28.75,48.14,0.85,16.33,0.0,1013.5,11,4,12,3,1,0
52.22,0.58,28.49,48.56,0.69,26.53,0.0,1013.3,11,4,13,3,1,0
51.46,0.58,28.41,49.14,0.63,21.05,0.0,1013.3,11,4,13,3,1,0
51.46,0.54,28.64,44.98,1.05,31.86,0.0,1013.3,11,4,13,3,1,0
51.46,0.57,28.55,49.06,0.9,29.89,0.0,1013.1,11,4,13,3,1,0
51.85,0.6,28.86,51.84,0.16,350.63,0.0,1013.0,11,4,14,3,1,0
51.9,0.59,28.47,51.29,0.33,31.56,0.0,1012.9,11,4,14,3,1,0
51.9,0.57,28.17,51.15,0.63,38.93,0.0,1012.9,11,4,14,3,1,0
51.9,0.58,28.28,53.38,0.48,21.48,0.0,1013.0,11,4,14,3,1,0
46.96,0.59,27.91,55.81,0.14,20.99,0.0,1013.0,11,4,15,3,1,0
46.27,0.58,27.38,58.53,0.19,328.43,0.0,1013.0,11,4,15,3,1,0
46.27,0.53,27.49,57.63,0.21,346.44,0.0,1013.0,11,4,15,3,1,0
46.27,0.6,27.04,62.08,0.24,12.64,0.0,1013.0,11,4,15,3,1,0
38.37,0.69,26.38,66.62,0.29,7.89,0.0,1013.0,11,4,16,3,1,0
37.27,0.68,25.18,74.4,0.29,4.24,0.0,1013.0,11,4,16,3,1,0
37.27,0.7,24.76,74.64,0.27,35.1,0.0,1013.0,11,4,16,3,1,0
37.27,0.71,24.01,79.48,0.34,43.25,0.0,1013.1,11,4,16,3,1,0
48.83,0.74,23.72,80.1,0.29,46.22,0.0,1013.3,11,4,17,3,1,0
50.44,0.76,23.68,80.24,0.29,53.46,0.0,1013.5,11,4,17,3,1,0
50.44,0.76,23.33,82.65,0.25,27.05,0.0,1013.6,11,4,17,3,1,0
50.44,0.8,23.14,84.13,0.29,7.93,0.0,1013.8,11,4,17,3,1,0
47.5,0.86,22.92,85.94,0.29,4.1,0.0,1014.0,11,4,18,3,1,0
47.09,0.99,22.78,87.06,0.29,8.76,0.0,1014.3,11,4,18,3,1,0
47.09,1.02,22.66,88.98,0.29,4.4,0.0,1014.5,11,4,18,3,1,1
47.09,1.21,22.82,87.91,0.21,336.05,0.0,1014.8,11,4,18,3,1,1
63.55,1.29,23.07,86.2,0.28,357.93,0.0,1014.9,11,4,19,3,2,1
65.85,1.35,22.83,87.09,0.29,3.55,0.0,1015.1,11,4,19,3,2,1
65.85,1.38,22.61,88.01,0.29,7.95,0.0,1015.3,11,4,19,3,2,1
65.85,1.47,22.55,88.31,0.29,5.48,0.0,1015.4,11,4,19,3,2,1
72.05,1.44,22.29,88.93,0.29,4.14,0.0,1015.4,11,4,20,3,2,1
72.91,1.49,22.2,89.78,0.3,6.95,0.0,1015.4,11,4,20,3,2,1
72.91,1.39,22.05,89.59,0.39,11.8,0.0,1015.4,11,4,20,3,2,1
72.91,1.45,21.91,90.86,0.29,8.73,0.0,1015.5,11,4,20,3,2,1
87.45,1.4,21.96,89.04,0.27,9.17,0.0,1015.6,11,4,21,3,2,1
89.48,1.4,21.78,90.36,0.29,6.66,0.0,1015.7,11,4,21,3,2,1
89.48,1.42,21.71,90.31,0.24,355.92,0.0,1015.8,11,4,21,3,2,1
89.48,1.47,21.68,90.4,0.27,355.78,0.0,1015.9,11,4,21,3,2,1
78.52,1.5,21.5,91.86,0.26,359.87,0.0,1015.8,11,4,22,3,2,1
76.99,1.58,21.44,92.53,0.25,4.04,0.0,1015.7,11,4,22,3,2,1
76.99,1.61,21.32,93.38,0.28,359.96,0.0,1014.5,11,4,22,3,2,1
76.99,1.61,21.1,93.45,0.28,359.0,0.0,1012.9,11,4,22,3,2,1
80.97,1.62,20.97,94.12,0.29,0.4,0.0,1012.8,11,4,23,3,2,1
81.53,1.59,20.84,94.08,0.29,0.16,0.0,1012.7,11,4,23,3,2,1
81.53,1.56,20.78,93.74,0.27,354.86,0.0,1012.7,11,4,23,3,2,1
78.97,1.47,20.72,95.69,0.25,2.05,0.0,1012.4,11,5,0,3,2,1
78.61,1.5,20.73,96.28,0.29,12.54,0.0,1012.4,11,5,0,3,2,1
78.61,1.49,20.67,96.27,0.28,4.84,0.0,1012.2,11,5,0,3,2,1
78.61,1.47,20.58,96.72,0.28,11.46,0.0,1012.0,11,5,0,3,2,1
76.65,1.47,20.49,97.18,0.26,1.51,0.0,1012.0,11,5,1,3,2,1
76.37,1.44,20.46,97.31,0.28,6.34,0.0,1011.8,11,5,1,3,2,1
76.37,1.41,20.51,97.32,0.26,355.58,0.0,1011.7,11,5,1,3,2,1
76.37,1.39,20.83,95.67,0.29,1.89,0.0,1011.7,11,5,1,3,2,1
73.6,1.38,20.79,95.76,0.29,2.08,0.0,1011.6,11,5,2,3,2,1
73.22,1.37,21.01,94.11,0.33,356.54,0.0,1011.5,11,5,2,3,2,1
73.22,1.34,21.08,93.51,0.29,355.34,0.0,1011.4,11,5,2,3,2,1
73.22,1.32,21.07,92.83,0.33,348.19,0.0,1011.4,11,5,2,3,2,1
74.38,1.31,21.03,92.28,0.15,349.32,0.0,1011.3,11,5,3,3,2,1
74.54,1.28,20.94,93.51,0.34,353.54,0.0,1011.4,11,5,3,3,2,1
74.54,1.26,20.88,94.66,0.16,334.47,0.0,1011.4,11,5,3,3,2,1
74.54,1.25,20.82,94.33,0.16,16.58,0.0,1011.5,11,5,3,3,2,1
70.01,1.24,20.77,94.33,0.09,42.8,0.0,1011.5,11,5,4,3,2,1
69.38,1.23,20.71,93.5,0.17,47.46,0.0,1011.5,11,5,4,3,2,1
69.38,1.23,20.69,93.09,0.15,42.6,0.0,1011.7,11,5,4,3,2,1
69.38,1.25,20.73,92.28,0.22,58.36,0.0,1011.8,11,5,4,3,2,1
66.74,1.25,20.68,91.9,0.29,64.31,0.2,1011.9,11,5,5,3,2,1
66.38,1.24,20.61,92.01,0.23,73.6,0.0,1012.1,11,5,5,3,2,1
66.38,1.23,20.55,92.09,0.49,50.4,0.0,1012.2,11,5,5,3,2,1
66.38,1.25,20.46,92.48,0.44,53.84,0.0,1012.4,11,5,5,3,2,1
65.97,1.16,20.46,92.75,0.56,52.77,0.0,1012.6,11,5,6,3,2,1
65.92,1.23,20.5,93.0,0.5,40.76,0.0,1012.7,11,5,6,3,2,1
65.92,1.25,20.68,92.67,0.97,48.32,0.0,1012.8,11,5,6,3,2,1
65.92,1.21,20.96,91.63,0.59,55.38,0.0,1013.0,11,5,6,3,2,1
63.29,1.21,21.21,90.35,0.4,277.93,0.0,1013.4,11,5,7,3,2,1
62.93,1.27,21.46,87.86,0.36,336.11,0.0,1013.6,11,5,7,3,2,1
62.93,1.31,21.74,86.73,0.14,71.37,0.0,1013.9,11,5,7,3,2,1
62.93,1.27,22.12,85.29,0.31,43.21,0.0,1014.0,11,5,7,3,2,1
69.84,1.27,22.55,84.79,0.36,40.02,0.0,1014.2,11,5,8,3,2,1
70.8,1.28,23.07,83.03,0.37,35.72,0.0,1014.3,11,5,8,3,2,1
70.8,1.29,23.63,81.11,0.54,62.51,0.0,1014.4,11,5,8,3,2,1
70.8,1.31,24.18,78.13,0.64,50.58,0.0,1014.3,11,5,8,3,2,1
75.59,1.22,24.84,73.7,1.4,44.52,0.0,1014.2,11,5,9,3,2,1
76.25,1.08,25.37,67.08,0.96,54.73,0.0,1014.2,11,5,9,3,2,1
76.25,1.08,25.54,67.46,0.99,63.37,0.0,1014.0,11,5,9,3,2,1
76.25,1.1,25.06,69.69,0.76,53.71,0.0,1013.9,11,5,9,3,2,1
68.77,1.04,26.31,60.11,0.43,50.39,0.0,1013.7,11,5,10,3,2,1
67.72,0.98,26.95,51.73,0.8,41.74,0.0,1013.6,11,5,10,3,2,0
67.72,0.92,27.4,46.41,1.48,55.39,0.0,1013.3,11,5,10,3,2,0
