PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
17.59,0.54,35.77,60.45,0.43,156.2,0.0,998.0,8,0,14,2,0,0
17.59,0.58,35.4,61.49,0.55,132.38,0.0,998.4,8,0,14,2,0,0
17.59,0.59,35.27,61.23,0.73,112.21,0.0,998.3,8,0,15,2,0,0
15.73,0.57,35.49,60.91,0.63,134.51,0.0,998.2,8,0,15,2,0,0
15.59,0.57,35.51,60.68,0.53,146.89,0.0,997.9,8,0,15,2,0,0
15.59,0.61,35.49,61.25,0.65,127.27,0.0,997.0,8,0,15,2,0,0
15.59,0.68,35.27,62.19,0.66,116.06,0.0,997.2,8,0,16,2,0,0
30.31,0.77,35.16,63.42,0.37,98.73,0.0,997.2,8,0,16,2,1,0
31.36,0.74,34.94,64.92,0.2,39.04,0.0,997.0,8,0,16,2,1,0
31.36,0.69,33.08,74.68,1.02,340.32,0.0,995.1,8,0,16,2,1,0
31.36,0.54,30.84,80.67,0.85,61.45,0.0,994.0,8,0,17,2,1,0
27.25,0.59,30.41,88.4,0.35,58.01,0.0,993.6,8,0,17,2,0,0
26.96,0.58,29.99,91.13,0.33,355.75,0.0,994.3,8,0,17,2,0,0
26.96,0.64,29.98,90.74,1.11,11.41,0.0,994.8,8,0,17,2,0,0
26.96,0.6,29.66,90.97,0.39,1.66,1.0,994.1,8,0,18,2,0,0
30.29,0.66,29.42,91.12,0.37,327.63,0.2,994.6,8,0,18,2,1,0
30.52,0.62,29.13,91.12,0.58,45.02,0.0,995.3,8,0,18,2,1,0
30.52,0.83,28.99,91.11,0.49,77.12,0.0,995.0,8,0,18,2,1,0
30.52,0.58,28.35,91.11,0.55,149.04,0.0,994.1,8,0,19,2,1,0
30.84,0.59,28.05,91.1,0.53,78.62,0.0,994.1,8,0,19,2,1,0
30.86,0.62,28.17,91.1,0.54,74.1,0.0,994.5,8,0,19,2,1,0
30.86,0.99,28.26,90.96,0.78,96.44,0.0,995.5,8,0,19,2,1,0
30.86,1.53,28.47,90.92,0.5,100.85,0.0,995.5,8,0,20,2,1,1
29.71,1.08,28.5,90.91,0.3,44.26,0.0,995.5,8,0,20,2,0,1
29.63,1.13,28.58,91.11,0.36,15.74,0.0,995.8,8,0,20,2,0,1
29.63,0.94,28.55,91.11,0.19,26.96,0.0,996.4,8,0,20,2,0,0
29.63,1.04,28.7,91.11,0.37,82.72,0.0,995.9,8,0,21,2,0,1
35.55,0.91,28.85,91.11,0.37,99.78,0.0,996.3,8,0,21,2,1,0
35.97,0.88,29.02,91.11,0.26,91.82,0.0,996.4,8,0,21,2,1,0
35.97,0.84,29.05,91.12,0.21,132.05,0.0,996.2,8,0,21,2,1,0
35.97,0.63,29.02,91.12,0.26,83.49,0.0,996.0,8,0,22,2,1,0
31.78,0.7,29.07,90.76,0.12,62.75,0.0,996.2,8,0,22,2,1,0
31.48,0.75,29.05,88.83,0.09,309.6,0.0,996.5,8,0,22,2,1,0
31.48,0.75,29.05,87.65,0.09,162.44,0.0,996.4,8,0,22,2,1,0
31.48,0.8,29.06,87.8,0.34,110.74,0.0,996.6,8,0,23,2,1,0
32.86,0.76,29.07,87.02,0.23,2.32,0.0,996.8,8,0,23,2,1,0
32.96,0.98,29.05,89.08,0.22,335.55,0.0,996.7,8,0,23,2,1,0
32.96,0.58,29.36,85.58,1.22,272.13,0.0,996.5,8,1,0,2,1,0
34.54,0.65,28.48,85.34,1.14,284.34,0.0,997.3,8,1,0,2,1,0
34.66,0.62,28.08,86.46,0.66,278.91,0.0,997.6,8,1,0,2,1,0
34.66,0.59,28.0,87.69,0.82,285.0,0.0,997.6,8,1,0,2,1,0
34.66,0.55,27.83,89.04,1.06,279.31,0.0,997.8,8,1,1,2,1,0
30.0,0.5,27.77,89.05,0.82,270.37,0.0,997.4,8,1,1,2,0,0
29.67,0.44,27.98,84.81,0.46,270.82,0.0,997.9,8,1,1,2,0,0
29.67,0.39,28.16,83.35,0.41,289.03,0.0,997.7,8,1,1,2,0,0
29.67,0.32,28.07,84.84,0.53,323.72,0.0,997.3,8,1,2,2,0,0
28.66,0.32,27.96,85.86,0.51,336.66,0.0,997.6,8,1,2,2,0,0
28.59,0.33,28.05,86.37,0.53,4.45,0.0,997.9,8,1,2,2,0,0
28.59,0.33,28.21,85.82,0.09,56.91,0.0,997.5,8,1,2,2,0,0
28.59,0.34,28.26,86.34,0.18,18.83,0.0,997.1,8,1,3,2,0,0
28.21,0.35,28.3,86.48,0.28,334.18,0.0,997.5,8,1,3,2,0,0
28.18,0.36,28.41,87.27,0.28,8.6,0.0,997.4,8,1,3,2,0,0
28.18,0.4,28.3,88.38,0.38,6.8,0.0,997.9,8,1,3,2,0,0
28.18,0.44,28.31,88.05,0.24,346.01,0.0,997.5,8,1,4,2,0,0
32.35,0.46,28.31,88.52,0.2,355.2,0.0,997.4,8,1,4,2,1,0
32.65,0.46,28.26,89.33,0.26,356.65,0.0,997.6,8,1,4,2,1,0
32.65,0.46,28.19,90.57,0.24,349.62,0.0,997.4,8,1,4,2,1,0
32.65,0.44,28.11,91.08,0.22,56.51,0.0,997.9,8,1,5,2,1,0
27.27,0.49,28.16,91.12,0.2,349.3,0.0,997.1,8,1,5,2,0,0
26.89,0.56,28.21,91.12,0.11,345.41,0.0,996.9,8,1,5,2,0,0
26.89,0.7,28.32,90.97,0.26,316.69,0.0,997.4,8,1,5,2,0,0
26.89,0.75,28.53,90.31,0.27,34.75,0.0,997.2,8,1,6,2,0,0
28.94,0.82,28.8,89.17,0.18,9.21,0.0,996.9,8,1,6,2,0,0
29.08,0.97,29.14,87.39,0.28,287.75,0.0,997.2,8,1,6,2,0,0
29.08,0.75,29.62,84.79,0.28,289.57,0.0,997.1,8,1,6,2,0,0
29.08,0.58,30.08,82.6,0.24,295.19,0.0,996.3,8,1,7,2,0,0
36.14,0.62,30.43,81.67,0.52,337.83,0.0,996.5,8,1,7,2,1,0
36.65,0.78,30.66,82.18,0.53,299.33,0.0,997.3,8,1,7,2,1,0
36.65,0.76,30.94,80.81,0.56,319.23,0.0,997.1,8,1,7,2,1,0
36.65,0.83,31.12,79.68,0.82,282.53,0.0,998.4,8,1,8,2,1,0
36.97,0.93,31.58,78.0,0.5,309.75,0.0,999.2,8,1,8,2,1,0
36.99,1.18,31.8,76.83,0.27,304.06,0.0,999.1,8,1,8,2,1,1
36.99,1.57,32.0,76.47,0.62,346.83,0.0,999.4,8,1,8,2,1,1
36.99,1.36,32.12,75.59,0.99,273.08,0.0,999.0,8,1,9,2,1,1
41.14,1.27,32.51,74.61,0.82,307.62,0.0,999.0,8,1,9,2,1,1
41.44,1.18,32.87,74.45,0.73,318.22,0.0,998.9,8,1,9,2,1,1
57.09,1.03,36.55,54.46,0.76,310.52,0.0,997.4,8,1,13,2,1,1
57.09,1.17,36.71,53.96,0.61,309.92,0.0,997.0,8,1,13,2,1,1
57.09,1.1,36.47,54.79,0.39,108.86,0.0,997.2,8,1,14,2,1,1
60.55,1.12,36.33,57.3,0.25,81.76,0.0,997.3,8,1,14,2,2,1
60.8,1.14,36.36,58.09,0.32,64.22,0.0,997.6,8,1,14,2,2,1
60.8,1.14,36.04,57.31,1.2,97.47,0.0,997.5,8,1,14,2,2,1
60.8,1.27,36.17,58.78,0.69,97.88,0.0,997.6,8,1,15,2,2,1
68.87,1.33,36.09,59.52,0.62,103.19,0.0,997.7,8,1,15,2,2,1
69.44,1.1,35.57,60.49,0.71,102.94,0.0,997.8,8,1,15,2,2,1
69.44,0.71,34.58,60.73,0.92,112.84,0.0,998.2,8,1,15,2,2,0
69.44,0.68,34.41,60.27,0.81,97.19,0.0,998.4,8,1,16,2,2,0
56.74,0.65,34.56,60.64,0.15,88.29,0.0,998.1,8,1,16,2,1,0
55.83,0.68,34.25,64.86,1.02,10.75,0.0,998.4,8,1,16,2,1,0
55.83,0.74,33.41,68.76,1.51,356.16,0.0,998.8,8,1,16,2,1,0
55.83,0.67,33.1,71.06,0.69,3.86,0.0,999.0,8,1,17,2,1,0
49.2,1.09,32.9,70.08,0.79,352.14,0.0,999.0,8,1,17,2,1,1
48.73,1.44,32.56,70.97,0.76,22.55,0.0,999.2,8,1,17,2,1,1
48.73,0.72,32.31,72.33,0.84,31.51,0.0,999.1,8,1,17,2,1,0
48.73,0.8,32.28,72.68,0.77,18.57,0.0,999.4,8,1,18,2,1,0
45.51,0.86,32.25,73.64,0.31,30.49,0.0,999.5,8,1,18,2,1,0
45.28,0.88,32.14,75.98,0.29,32.05,0.0,999.9,8,1,18,2,1,0
45.28,0.96,32.08,78.47,0.29,11.79,0.0,999.7,8,1,18,2,1,0
45.28,0.96,31.97,79.72,0.27,32.05,0.0,999.4,8,1,19,2,1,0
47.44,1.14,31.99,79.95,0.12,94.14,0.0,999.8,8,1,19,2,1,1
47.59,1.29,32.12,80.71,0.3,40.86,0.0,999.6,8,1,19,2,1,1
47.59,1.3,32.15,81.21,0.22,352.43,0.0,999.5,8,1,19,2,1,1
47.59,1.38,31.97,82.89,0.28,353.74,0.0,999.8,8,1,20,2,1,1
51.3,1.26,31.86,83.64,0.45,35.51,0.0,999.6,8,1,20,2,1,1
51.56,1.34,31.77,84.53,0.41,18.17,0.0,999.4,8,1,20,2,1,1
51.56,1.72,31.87,84.24,0.21,46.87,0.0,999.5,8,1,20,2,1,1
51.56,1.58,31.86,82.97,0.2,74.51,0.0,999.5,8,1,21,2,1,1
52.39,1.63,31.8,83.31,0.53,105.28,0.0,999.5,8,1,21,2,1,1
52.45,1.67,31.83,83.37,0.3,36.52,0.0,1000.0,8,1,21,2,1,1
52.45,1.53,31.77,83.99,0.48,13.32,0.0,1000.0,8,1,21,2,1,1
52.45,1.38,31.79,83.16,0.44,3.46,0.0,999.8,8,1,22,2,1,1
58.15,1.43,31.85,83.06,0.59,12.03,0.0,999.8,8,1,22,2,1,1
58.56,1.35,31.84,82.55,0.73,357.07,0.0,1000.2,8,1,22,2,1,1
58.56,1.23,31.69,83.24,0.27,358.82,0.0,1000.1,8,1,22,2,1,1
58.56,0.99,31.8,82.82,0.25,28.48,0.0,999.4,8,1,23,2,1,0
63.56,0.82,31.78,82.73,0.29,2.87,0.0,999.8,8,1,23,2,2,0
63.91,0.83,31.78,83.94,0.29,24.74,0.0,999.5,8,1,23,2,2,0
63.91,0.77,31.76,84.2,0.45,33.79,0.0,999.8,8,2,0,2,2,0
62.1,0.77,31.66,85.08,0.33,26.36,0.0,1000.0,8,2,0,2,2,0
61.97,0.84,31.58,85.42,0.2,358.6,0.0,1000.0,8,2,0,2,2,0
61.97,0.85,31.53,86.22,0.23,21.6,0.0,999.9,8,2,0,2,2,0
61.97,0.7,31.48,84.96,0.31,290.03,0.0,999.8,8,2,1,2,2,0
59.89,0.79,31.43,85.35,0.21,318.13,0.0,999.8,8,2,1,2,1,0
59.74,0.77,31.39,86.82,0.21,358.31,0.0,1000.3,8,2,1,2,1,0
59.74,0.7,31.22,87.84,0.13,109.56,0.0,1000.2,8,2,1,2,1,0
59.74,0.67,31.01,89.32,0.13,58.76,0.0,1000.0,8,2,2,2,1,0
65.67,0.85,30.93,89.72,0.18,38.07,0.0,1000.3,8,2,2,2,2,0
66.09,1.54,30.93,89.04,0.22,17.81,0.0,1000.1,8,2,2,2,2,1
66.09,1.65,30.94,88.14,0.2,8.15,0.0,1000.3,8,2,2,2,2,1
66.09,1.96,30.91,88.25,0.22,8.26,0.0,999.7,8,2,3,2,2,1
65.02,1.78,30.85,88.72,0.21,18.84,0.0,1000.0,8,2,3,2,2,1
64.94,1.55,30.75,89.52,0.21,33.07,0.0,1000.0,8,2,3,2,2,1
64.94,0.96,30.72,90.09,0.23,24.39,0.0,1000.0,8,2,3,2,2,0
64.94,0.65,30.68,90.35,0.23,336.75,0.0,1000.2,8,2,4,2,2,0
61.62,0.53,30.66,90.4,0.31,350.16,0.0,1000.1,8,2,4,2,2,0
61.39,0.59,30.69,90.69,0.23,24.04,0.0,1000.0,8,2,4,2,2,0
61.39,0.88,30.62,91.13,0.24,24.91,0.0,1000.1,8,2,4,2,2,0
61.39,0.86,30.65,91.13,0.28,22.59,0.0,1000.2,8,2,5,2,2,0
57.7,0.9,30.64,91.13,0.26,15.87,0.0,1000.0,8,2,5,2,1,0
57.43,0.87,30.71,91.13,0.28,341.61,0.0,1000.1,8,2,5,2,1,0
57.43,0.87,30.74,91.13,0.28,352.59,0.0,1000.5,8,2,5,2,1,0
57.43,1.01,30.84,91.13,0.18,334.81,0.0,1000.1,8,2,6,2,1,1
51.41,1.32,30.99,89.83,0.35,308.43,0.0,1000.0,8,2,6,2,1,1
50.98,1.47,31.18,88.47,0.19,293.44,0.0,1000.2,8,2,6,2,1,1
50.98,1.65,31.31,87.99,0.25,308.92,0.0,999.7,8,2,6,2,1,1
50.98,1.58,31.51,87.18,0.33,268.68,0.0,999.8,8,2,7,2,1,1
54.14,1.86,31.98,84.86,0.4,310.86,0.0,999.1,8,2,7,2,1,1
54.37,2.02,32.53,82.05,0.47,297.94,0.0,999.2,8,2,7,2,1,2
54.37,1.86,32.92,80.34,0.92,275.66,0.0,999.2,8,2,7,2,1,1
54.37,2.5,33.25,77.63,0.75,341.17,0.0,998.9,8,2,8,2,1,2
62.64,1.93,33.66,75.54,0.97,355.44,0.0,998.9,8,2,8,2,2,1
63.23,1.75,34.14,73.39,0.98,354.05,0.0,998.7,8,2,8,2,2,1
63.23,1.66,34.35,73.94,0.79,341.24,0.0,998.8,8,2,8,2,2,1
63.23,1.63,34.71,72.32,0.88,354.65,0.0,998.6,8,2,9,2,2,1
64.54,1.39,35.22,68.8,0.64,10.72,0.0,998.6,8,2,9,2,2,1
64.63,1.09,35.47,65.33,1.22,17.8,0.0,998.5,8,2,9,2,2,1
64.63,0.78,35.85,61.68,1.36,352.03,0.0,998.1,8,2,9,2,2,0
64.63,0.72,35.98,62.22,0.87,347.57,0.0,997.9,8,2,10,2,2,0
56.29,0.61,36.11,60.76,1.2,356.9,0.0,997.7,8,2,10,2,1,0
55.7,0.52,36.5,57.94,1.55,358.93,0.0,997.6,8,2,10,2,1,0
55.7,0.42,36.8,54.11,1.17,5.8,0.0,997.5,8,2,11,2,1,0
43.31,0.42,37.13,52.36,0.91,353.22,0.0,996.5,8,2,11,2,1,0
41.89,0.84,35.42,66.54,0.85,137.88,0.0,997.8,8,2,13,2,1,0
41.89,0.9,34.44,70.5,0.62,110.05,0.0,998.9,8,2,13,2,1,0
41.89,0.87,34.33,68.88,0.71,142.92,0.0,998.9,8,2,13,2,1,0
41.89,0.82,33.99,70.32,0.48,122.42,0.0,998.8,8,2,13,2,1,0
40.27,0.9,34.01,70.85,0.61,120.19,0.0,998.3,8,2,14,2,1,0
39.08,1.07,34.25,68.53,0.4,106.83,0.0,998.9,8,2,14,2,1,1
39.08,1.07,34.6,67.76,0.26,138.15,0.0,998.8,8,2,14,2,1,1
39.08,0.95,34.45,68.07,0.45,111.89,0.0,998.9,8,2,14,2,1,0
43.29,0.83,34.5,69.11,0.5,48.72,0.0,998.7,8,2,15,2,1,0
46.36,0.54,32.92,82.81,0.38,62.73,0.0,994.3,8,2,15,2,1,0
46.36,0.58,31.98,88.33,0.17,52.44,0.0,995.5,8,2,15,2,1,0
46.36,0.57,31.73,86.08,0.29,66.68,0.0,996.1,8,2,15,2,1,0
41.69,0.54,31.63,85.21,0.48,355.65,0.0,995.9,8,2,16,2,1,0
38.28,0.59,31.64,85.66,0.46,1.47,0.0,997.0,8,2,16,2,1,0
38.28,0.69,31.91,82.99,0.44,352.39,0.0,996.7,8,2,16,2,1,0
38.28,0.57,31.71,77.67,0.52,1.43,0.0,997.1,8,2,16,2,1,0
32.16,0.61,31.35,78.43,0.57,311.32,0.0,997.1,8,2,17,2,1,0
27.69,0.65,31.09,80.59,0.7,312.48,0.0,997.6,8,2,17,2,0,0
27.69,0.53,31.04,82.51,0.28,23.0,0.0,997.0,8,2,17,2,0,0
27.69,0.68,31.05,84.67,0.32,11.58,0.0,996.7,8,2,17,2,0,0
23.5,0.87,31.11,84.1,0.55,344.6,0.0,996.4,8,2,18,2,0,0
20.44,0.82,31.22,81.67,0.44,316.61,0.0,997.1,8,2,18,2,0,0
20.44,0.98,31.08,83.1,0.65,341.75,0.0,997.2,8,2,18,2,0,0
20.44,1.19,31.08,82.12,0.57,296.63,0.0,997.2,8,2,18,2,0,1
25.97,0.71,30.96,82.84,1.01,272.83,0.0,997.6,8,2,19,2,0,0
30.01,0.69,30.76,84.87,0.68,344.61,0.0,998.2,8,2,19,2,1,0
30.01,0.68,30.54,86.85,0.89,351.07,0.0,998.1,8,2,19,2,1,0
30.01,0.67,30.46,87.06,0.87,282.55,0.0,997.8,8,2,19,2,1,0
27.89,0.66,30.46,86.6,0.86,273.15,0.0,997.5,8,2,20,2,0,0
26.35,0.55,30.44,85.92,0.6,346.43,0.0,997.8,8,2,20,2,0,0
26.35,0.52,30.35,85.45,0.44,312.77,0.0,997.6,8,2,20,2,0,0
26.35,0.54,30.24,86.07,0.4,355.2,0.0,997.6,8,2,20,2,0,0
22.1,0.59,30.33,85.96,0.65,343.25,0.0,997.1,8,2,21,2,0,0
18.99,0.69,30.31,85.91,0.52,310.07,0.0,997.4,8,2,21,2,0,0
18.99,0.55,30.31,86.87,0.28,34.06,0.0,997.1,8,2,21,2,0,0
18.99,0.63,29.84,90.46,0.47,48.51,0.0,995.1,8,2,21,2,0,0
19.42,0.63,29.6,91.12,0.33,349.14,0.0,994.7,8,2,22,2,0,0
19.74,0.59,29.51,91.11,0.28,301.71,0.0,995.4,8,2,22,2,0,0
19.74,0.6,29.52,91.11,0.38,311.27,0.0,995.3,8,2,22,2,0,0
19.74,0.57,29.43,91.11,0.83,292.47,0.0,995.3,8,2,22,2,0,0
20.49,0.54,29.22,91.1,0.77,290.29,0.0,995.7,8,2,23,2,0,0
21.04,0.53,29.2,91.09,0.34,276.38,0.0,996.4,8,2,23,2,0,0
21.04,0.56,29.09,91.1,0.22,3.48,0.0,996.7,8,2,23,2,0,0
21.91,0.62,28.99,91.1,0.25,298.96,0.0,996.3,8,3,0,2,0,0
22.55,0.78,29.0,91.1,0.39,308.86,0.0,996.6,8,3,0,2,0,0
22.55,2.34,29.03,91.11,0.52,280.41,0.0,997.1,8,3,0,2,0,2
22.55,1.26,29.02,91.11,0.48,359.39,0.0,997.0,8,3,0,2,0,1
22.51,0.66,28.96,91.12,0.49,7.66,0.0,996.8,8,3,1,2,0,0
22.48,0.39,28.88,91.11,0.31,324.45,0.0,997.0,8,3,1,2,0,0
22.48,0.42,28.85,91.11,0.42,357.69,0.0,997.0,8,3,1,2,0,0
22.48,0.5,28.96,91.12,1.34,0.7,0.0,997.1,8,3,1,2,0,0
19.82,0.48,29.05,91.12,0.6,355.77,0.0,997.0,8,3,2,2,0,0
17.88,0.65,29.07,91.12,0.75,7.93,0.0,997.0,8,3,2,2,0,0
17.88,0.73,29.12,91.12,0.37,4.97,0.0,996.9,8,3,2,2,0,0
17.88,0.73,29.19,91.12,0.64,18.15,0.0,996.7,8,3,2,2,0,0
19.25,0.74,29.22,91.12,0.33,18.09,0.0,996.5,8,3,3,2,0,0
20.26,0.72,29.16,91.11,0.42,355.96,0.0,996.9,8,3,3,2,0,0
20.26,0.74,29.14,91.11,0.47,354.81,0.0,996.7,8,3,3,2,0,0
20.26,0.78,29.39,91.11,0.31,1.76,0.0,997.0,8,3,3,2,0,0
19.61,0.78,29.44,91.11,0.23,12.18,0.0,996.9,8,3,4,2,0,0
19.13,0.81,29.43,91.12,0.19,345.61,0.0,996.5,8,3,4,2,0,0
19.13,0.81,29.32,91.12,0.22,27.01,0.0,997.0,8,3,4,2,0,0
19.13,0.81,29.38,91.12,0.17,344.8,0.0,996.7,8,3,4,2,0,0
20.05,0.8,29.34,91.12,0.25,343.01,0.0,996.5,8,3,5,2,0,0
20.72,0.82,29.26,91.11,0.21,348.46,0.0,996.9,8,3,5,2,0,0
20.72,0.85,29.29,91.12,0.27,352.75,0.0,997.2,8,3,5,2,0,0
20.72,0.76,29.34,91.12,0.68,9.36,0.0,996.9,8,3,5,2,0,0
20.64,0.72,29.37,91.12,0.89,356.95,0.0,996.5,8,3,6,2,0,0
20.57,0.78,29.47,90.37,0.5,357.2,0.0,997.1,8,3,6,2,0,0
20.57,0.78,29.56,90.33,0.44,19.5,0.0,997.0,8,3,6,2,0,0
20.57,0.79,29.64,90.43,0.61,25.41,0.0,996.8,8,3,6,2,0,0
20.76,0.74,29.88,88.51,0.72,12.14,0.0,996.6,8,3,7,2,0,0
20.89,0.63,30.23,86.58,0.52,15.09,0.0,996.7,8,3,7,2,0,0
20.89,0.62,30.53,85.46,0.77,17.92,0.0,996.5,8,3,7,2,0,0
20.89,0.56,30.84,84.05,0.9,23.9,0.0,996.6,8,3,7,2,0,0
19.49,0.51,31.15,83.14,0.85,13.93,0.0,996.4,8,3,8,2,0,0
18.47,0.43,31.23,81.15,1.25,19.81,0.0,996.9,8,3,8,2,0,0
18.47,0.38,31.98,78.54,0.76,20.7,0.0,997.2,8,3,8,2,0,0
18.47,0.4,32.25,77.18,0.75,358.13,0.0,998.0,8,3,8,2,0,0
18.32,0.39,32.39,76.99,0.72,7.0,0.0,998.8,8,3,9,2,0,0
18.2,0.45,32.29,75.96,1.32,0.39,0.0,999.8,8,3,9,2,0,0
18.2,0.43,32.52,75.98,0.62,42.15,0.0,999.9,8,3,9,2,0,0
18.2,0.42,32.82,74.41,1.16,20.11,0.0,999.6,8,3,9,2,0,0
16.17,0.39,33.11,74.07,1.14,17.32,0.0,999.3,8,3,10,2,0,0
14.69,0.41,33.58,72.8,0.99,23.84,0.0,999.4,8,3,10,2,0,0
14.69,0.4,33.93,72.17,0.48,18.17,0.0,999.0,8,3,10,2,0,0
14.69,0.39,34.3,70.18,0.87,8.8,0.0,999.0,8,3,10,2,0,0
12.52,0.38,34.32,68.46,0.96,347.89,0.0,998.9,8,3,11,2,0,0
10.93,0.38,34.37,68.16,0.71,27.01,0.0,998.9,8,3,11,2,0,0
10.93,0.4,34.7,67.61,0.65,13.56,0.0,998.6,8,3,11,2,0,0
10.93,0.42,34.81,67.85,0.68,35.32,0.0,998.8,8,3,11,2,0,0
13.41,0.44,35.1,67.28,0.94,11.16,0.0,998.2,8,3,12,2,0,0
15.22,0.42,35.28,66.98,0.46,333.42,0.0,998.4,8,3,12,2,0,0
15.22,0.42,35.33,66.34,0.51,347.28,0.0,998.7,8,3,12,2,0,0
15.22,0.4,35.55,64.48,0.74,349.9,0.0,998.3,8,3,12,2,0,0
24.54,0.36,35.46,64.76,0.53,3.92,0.0,998.4,8,3,13,2,0,0
22.6,0.4,35.38,63.9,0.89,28.29,0.0,998.7,8,3,14,2,0,0
22.6,0.41,35.02,67.2,0.66,25.26,0.0,999.0,8,3,14,2,0,0
22.6,0.43,34.55,69.71,0.6,8.69,0.0,998.6,8,3,14,2,0,0
24.79,0.46,34.44,71.13,0.05,335.15,0.0,998.7,8,3,15,2,0,0
26.39,0.54,33.99,75.56,0.69,110.07,0.0,999.2,8,3,15,2,0,0
26.39,0.54,31.92,84.8,0.45,104.51,0.0,996.5,8,3,15,2,0,0
26.39,0.45,29.75,90.93,0.31,71.1,0.0,996.5,8,3,15,2,0,0
23.18,0.43,29.68,91.13,0.43,108.91,0.0,996.5,8,3,16,2,0,0
20.73,0.52,29.85,91.11,0.52,73.6,0.0,996.7,8,3,16,2,0,0
20.73,0.74,30.13,91.12,0.69,104.85,0.0,996.6,8,3,16,2,0,0
20.73,0.88,30.19,91.12,0.33,104.78,0.0,995.8,8,3,16,2,0,0
21.45,1.02,30.2,91.12,0.37,111.56,0.0,995.7,8,3,17,2,0,1
21.97,1.13,30.32,91.13,0.46,34.86,0.0,996.6,8,3,17,2,0,1
21.97,1.45,30.37,91.12,0.24,22.18,0.0,996.8,8,3,17,2,0,1
21.97,1.98,30.38,91.12,0.29,126.52,0.0,997.0,8,3,17,2,0,1
28.01,0.66,30.25,91.12,0.25,143.3,0.0,996.1,8,3,18,2,0,0
32.42,0.52,30.09,91.12,0.43,144.36,0.0,996.7,8,3,18,2,1,0
32.42,0.47,29.91,91.12,0.41,112.68,0.0,996.8,8,3,18,2,1,0
32.42,0.56,29.83,91.13,0.55,119.76,0.0,996.9,8,3,18,2,1,0
26.99,0.54,29.76,91.12,0.36,113.03,0.0,996.9,8,3,19,2,0,0
23.03,0.68,29.88,91.12,0.29,63.9,0.0,997.2,8,3,19,2,0,0
23.03,1.63,29.9,91.12,0.3,1.4,0.0,996.9,8,3,19,2,0,1
23.03,0.86,29.88,91.12,0.73,346.39,0.0,997.0,8,3,19,2,0,0
25.77,0.84,29.94,91.12,0.26,36.67,0.0,996.3,8,3,20,2,0,0
27.77,1.04,29.95,91.12,0.16,108.76,0.0,997.1,8,3,20,2,0,1
27.77,1.06,29.95,91.11,0.46,340.92,0.0,997.2,8,3,20,2,0,1
27.77,0.88,29.81,91.12,0.77,325.77,0.0,996.7,8,3,20,2,0,0
32.21,0.82,29.88,91.11,0.39,337.33,0.0,996.7,8,3,21,2,1,0
35.45,0.58,29.88,91.12,0.44,23.46,0.0,997.3,8,3,21,2,1,0
35.45,0.48,29.81,91.12,0.42,341.18,0.0,996.8,8,3,21,2,1,0
35.45,0.55,29.84,91.13,0.4,5.81,0.0,997.0,8,3,21,2,1,0
29.49,0.58,29.87,91.08,0.32,355.21,0.0,996.8,8,3,22,2,0,0
25.14,0.58,29.84,91.13,0.18,38.95,0.0,997.1,8,3,22,2,0,0
25.14,0.8,29.93,91.12,0.22,19.59,0.0,997.2,8,3,22,2,0,0
25.14,0.94,30.0,91.12,0.28,335.14,0.0,997.1,8,3,22,2,0,0
28.33,0.83,30.02,91.12,0.21,26.64,0.0,996.7,8,3,23,2,0,0
30.67,0.95,30.04,91.11,0.41,19.57,0.0,997.0,8,3,23,2,1,0
30.67,0.87,30.09,91.12,0.22,356.47,0.0,996.8,8,3,23,2,1,0
30.99,0.7,30.01,91.12,0.44,18.42,0.0,996.8,8,4,0,2,1,0
31.23,0.69,29.92,91.11,0.31,0.94,0.0,997.5,8,4,0,2,1,0
31.23,0.68,29.9,91.1,0.34,12.25,0.0,997.1,8,4,0,2,1,0
31.23,0.65,29.87,91.1,0.34,14.39,0.0,996.7,8,4,0,2,1,0
30.04,0.7,29.82,91.1,0.26,339.38,0.0,996.9,8,4,1,2,1,0
29.18,0.7,29.78,91.09,0.23,345.55,0.0,997.0,8,4,1,2,0,0
29.18,0.69,29.77,91.1,0.27,6.73,0.0,996.9,8,4,1,2,0,0
29.18,0.71,29.76,91.1,0.19,344.03,0.0,996.8,8,4,1,2,0,0
30.01,0.71,29.69,91.1,0.25,349.74,0.0,996.8,8,4,2,2,1,0
30.62,0.74,29.62,91.09,0.24,334.69,0.0,996.9,8,4,2,2,1,0
30.62,0.76,29.59,91.09,0.26,337.29,0.0,996.8,8,4,2,2,1,0
30.62,0.76,29.6,91.09,0.23,326.33,0.0,996.9,8,4,2,2,1,0
26.53,0.75,29.58,91.09,0.17,316.73,0.0,996.4,8,4,3,2,0,0
23.54,0.72,29.6,91.1,0.14,288.6,0.0,997.3,8,4,3,2,0,0
23.54,0.73,29.64,91.1,0.24,320.77,0.0,996.9,8,4,3,2,0,0
23.54,0.76,29.62,91.11,0.25,326.3,0.0,997.2,8,4,3,2,0,0
27.31,0.76,29.64,91.09,0.27,350.43,0.0,996.6,8,4,4,2,0,0
30.06,0.8,29.63,91.09,0.25,320.1,0.0,997.1,8,4,4,2,1,0
30.06,0.86,29.65,91.08,0.32,342.7,0.0,996.8,8,4,4,2,1,0
